,log2FC_TE_v1,pvalue_v1,log2FC_TE_v2,pvalue_v2,log2FC_TE_final,pvalue_final,pvalue.adjust
pinR,-4.71662406687452,0.132732762636804,-4.45445713481291,0.137690810466455,-4.45445713481291,0.137690810466455,0.315012764332243
pitA,-0.611467661965626,0.404211533714865,-0.634114634339368,0.367905947399455,-0.611467661965626,0.404211533714865,0.629213543622162
pitB,-3.95778887960212,0.104727407434873,1.14011981748841,0.309384968919448,1.14011981748841,0.309384968919448,0.529734501913162
plaP,0.364774881780018,0.651026342208367,0.311593503702502,0.698567810580316,0.311593503702502,0.698567810580316,0.850375222201584
pldA,1.80578724049446,0.0967690258937468,2.18653529030318,0.0269112832199079,1.80578724049446,0.0967690258937468,0.247585891949523
pldB,1.7731194598812,0.053403581803847,1.76881444052363,0.0337480089579131,1.7731194598812,0.053403581803847,0.161982809966118
pliG,-3.05220461743747,0.0188555122374414,-3.04379620539016,0.0315613503186414,-3.04379620539016,0.0315613503186414,0.112011349425989
plsB,-1.27052962546573,0.0710320418520673,-1.29426963888848,0.0780993183280258,-1.29426963888848,0.0780993183280258,0.212671264939282
plsC,1.2486511309475,0.19956763772331,1.21538443740225,0.144890925850701,1.2486511309475,0.19956763772331,0.400929589871704
plsX,0.0240440529640278,0.950040577356413,0.0242442525873638,0.970307493723192,0.0242442525873638,0.970307493723192,0.98670230732222
plsY,-1.0173244997679,0.204475761479038,-1.04421279696399,0.162225915210537,-1.0173244997679,0.204475761479038,0.408748266733942
pmbA,-2.80526454978415,0.000123791214737805,-2.7932543749435,0.000108803489670146,-2.80526454978415,0.000123791214737805,0.00175932249355284
pmrD,1.28379139820311,0.205436144437037,1.37479160325685,0.0683956824517476,1.28379139820311,0.205436144437037,0.410357228289751
pmrR,-1.50886202048385,0.250465584489126,-1.11727237853826,0.329716457068616,-1.11727237853826,0.329716457068616,0.55250348870201
pncA,-1.37834985921661,0.124694408716001,-1.41438592606059,0.0938179593238835,-1.37834985921661,0.124694408716001,0.29570808482061
pncB,0.108632196017287,0.842355319228016,0.10763119137729,0.870455532989637,0.10763119137729,0.870455532989637,0.945954254941947
pnp,0.142494384388769,0.838340130463755,0.14389578425408,0.835473762986497,0.142494384388769,0.838340130463755,0.932467921660736
pntA,1.36055908661396,0.0836605704033921,1.3511930867769,0.0927167996189678,1.3511930867769,0.0927167996189678,0.240275108290908
pntB,1.92291998522501,0.0482716996253552,1.89724845574572,0.0169185812279172,1.92291998522501,0.0482716996253552,0.150853749722749
pnuC,-1.70023680466998,0.06490808010922,-1.62474236479316,0.172961773737645,-1.62474236479316,0.172961773737645,0.366325568179467
polA,-1.54514479125416,0.030698068960623,-1.55171582351739,0.0328779520950588,-1.55171582351739,0.0328779520950588,0.114929599513123
polB,-0.42609643250468,0.567380976522308,-0.432903232791954,0.567402177025867,-0.432903232791954,0.567402177025867,0.761712802402549
potA,1.42684632889768,0.0515326626166642,1.38158752270367,0.0532812350232424,1.38158752270367,0.0532812350232424,0.161770321058157
potB,0.782442148307776,0.487323364438292,0.702489874759284,0.514787694745532,0.702489874759284,0.514787694745532,0.723347359989299
potC,0.397706945929329,0.774764070039092,0.945764627648718,0.407344590508289,0.397706945929329,0.774764070039092,0.897236132939023
potD,0.463296091842233,0.529684626454596,0.438015278785412,0.593738339016774,0.438015278785412,0.593738339016774,0.778616106790174
potE,5.36549171648949,0.000892211997095313,0.751791754706304,0.531486933486603,0.751791754706304,0.531486933486603,0.737271836553645
potF,-2.82330800934749,0.0183017805178856,-2.8106547266118,0.0327930076930479,-2.8106547266118,0.0327930076930479,0.114929599513123
potG,0.378019055871727,0.726199080285538,0.453746078560599,0.666475823822383,0.378019055871727,0.726199080285538,0.867212797181839
potH,-1.90808565283108,0.0897381270425173,-1.88087574457056,0.0984489498192894,-1.88087574457056,0.0984489498192894,0.250036761269125
potI,-0.191678504893325,0.777429831065694,-0.194855359920457,0.852206506948784,-0.194855359920457,0.852206506948784,0.940091763836536
poxB,-2.70343776247069,0.000343784372973769,-2.68489434046148,0.00213986531853052,-2.68489434046148,0.00213986531853052,0.0153141251087718
ppa,-3.54309911789353,4.22947093959651e-06,-3.54268022729596,7.26781895701585e-06,-3.54268022729596,7.26781895701585e-06,0.000196182334530992
